,Monthly Charge,Total Charges,Churn Label,Gender_Female,Gender_Male,Senior Citizen_No,Senior Citizen_Yes,Married_No,Married_Yes,Dependents_No,Dependents_Yes,Phone Service_No,Phone Service_Yes,Multiple Lines_No,Multiple Lines_Yes,Internet Service_No,Internet Service_Yes,Online Security_No,Online Security_Yes,Online Backup_No,Online Backup_Yes,Device Protection Plan_No,Device Protection Plan_Yes,Premium Tech Support_No,Premium Tech Support_Yes,Streaming TV_No,Streaming TV_Yes,Streaming Movies_No,Streaming Movies_Yes,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Paperless Billing_No,Paperless Billing_Yes,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Tenure_group_1 - 12,Tenure_group_13 - 12,Tenure_group_25 - 12,Tenure_group_37 - 12,Tenure_group_49 - 12,Tenure_group_61 - 12
141,99.5,6822.15,1,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True
142,108.4,7318.2,1,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True
143,83.05,1258.3,1,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
144,104.75,5510.65,1,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False
145,94.25,1973.75,1,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False
146,70.15,70.15,1,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
147,106.35,3520.75,1,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False
148,94.55,3640.45,1,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False
149,24.45,47.5,1,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False
150,84.8,546.95,1,False,True,False,True,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
151,99.95,3186.65,1,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False
152,104.85,1531.4,1,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False
153,74.2,1133.9,1,False,True,False,True,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False
154,93.85,5574.75,1,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False
155,100.7,4541.2,1,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False
156,89.7,2187.55,1,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False
157,96.4,1581.2,1,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False
158,69.5,69.5,1,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
159,85.25,3132.75,1,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False
160,62.7,2791.5,1,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False
161,105.95,2655.25,1,False,True,False,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False
162,95.65,3759.05,1,False,True,False,True,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False
163,98.9,2911.3,1,True,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False
164,76.05,231.8,1,False,True,False,True,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
165,69.75,69.75,1,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
166,110.45,3655.45,1,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False
167,99.25,665.45,1,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False
168,79.85,1471.75,1,False,True,False,True,True,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
169,80.45,583.45,1,False,True,False,True,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False
170,100.8,1308.1,1,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False
171,79.25,793.55,1,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False
172,89.5,477.7,1,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False
173,86.05,86.05,1,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
174,34.7,329.8,1,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False
175,60.05,3229.65,1,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False
176,74.3,1178.25,1,False,True,False,True,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False
177,74.55,622.9,1,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
178,104.9,3351.55,1,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False
179,74.4,74.4,1,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
180,69.7,560.85,1,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
181,98.1,1060.2,1,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
182,99.6,347.65,1,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False
